Geneid	U1	U2	U3	M1	M2	M3	C1	C2	C3	G1	G2	G3
CDS:AF52_RS17400:dsbB:disulfide_bond_formation_protein_DsbB:cds-WP_002910894.1:+:530:NZ_KK737546.1	1284	648	991	1151	565	1433	105	57	113	1642	1547	2277
CDS:AF52_RS17395:-:DUF1971_domain-containing_protein:cds-WP_002910895.1:+:344:NZ_KK737546.1	59	53	39	63	8	84	7	0	12	184	119	219
CDS:AF52_RS17390:-:YcgN_family_cysteine_cluster_protein:cds-WP_021440363.1:-:446:NZ_KK737546.1	562	420	531	531	321	516	50	75	105	921	720	1506
CDS:AF52_RS17385:-:fumarylacetoacetate_hydrolase_family_protein:cds-WP_004180422.1:-:659:NZ_KK737546.1	704	405	835	529	355	649	114	138	115	1564	1401	1993
CDS:AF52_RS17380:-:YcgL_domain-containing_protein:cds-WP_002910898.1:-:281:NZ_KK737546.1	177	113	163	50	33	132	21	27	13	333	334	461
CDS:AF52_RS17375:minC:septum_site-determining_protein_MinC:cds-WP_004180423.1:+:698:NZ_KK737546.1	549	425	572	1007	625	1113	61	55	56	1488	1300	2031
CDS:AF52_RS17370:minD:septum_site-determining_protein_MinD:cds-WP_002910900.1:+:812:NZ_KK737546.1	1424	962	1221	1780	819	2144	57	178	171	2383	1901	3415
CDS:AF52_RS17365:minE:cell_division_topological_specificity_factor_MinE:cds-WP_002910902.1:+:269:NZ_KK737546.1	1105	724	955	1461	766	1622	98	143	140	513	397	622
CDS:AF52_RS17360:rnd:ribonuclease_D:cds-WP_187079189.1:-:1115:NZ_KK737546.1	786	432	844	656	487	745	74	190	159	954	701	1450
CDS:AF52_RS17355:fadD:long-chain-fatty-acid--CoA_ligase_FadD:cds-WP_002910904.1:-:1685:NZ_KK737546.1	738	442	891	680	261	660	35	33	23	2003	1869	2894
CDS:AF52_RS17350:-:Slp_family_lipoprotein:cds-WP_002910905.1:-:581:NZ_KK737546.1	820	480	871	848	581	943	22	80	65	1041	849	1244
CDS:AF52_RS17345:tsaB:tRNA_adenosine37-N6-threonylcarbamoyltransferase_complex_dimerization_subunit_type_1_TsaB:cds-WP_004151443.1:-:695:NZ_KK737546.1	740	216	593	612	219	604	18	61	37	651	537	820
CDS:AF52_RS17340:-:ATP-dependent_DNA_helicase:cds-WP_004175456.1:-:1910:NZ_KK737546.1	1351	859	1087	1220	773	1477	124	168	163	1402	1405	1949
CDS:AF52_RS17335:-:RidA_family_protein:cds-WP_002910910.1:+:344:NZ_KK737546.1	843	517	699	755	352	865	62	101	120	1211	985	1565
CDS:AF52_RS17330:-:YoaH_family_protein:cds-WP_004145519.1:-:185:NZ_KK737546.1	166	110	155	144	65	195	22	64	35	489	349	538
CDS:AF52_RS17325:pabB:aminodeoxychorismate_synthase_component_1:cds-WP_004145520.1:+:1355:NZ_KK737546.1	775	423	519	584	293	767	56	47	35	1077	840	1670
CDS:AF52_RS17320:-:CoA_pyrophosphatase:cds-WP_004180429.1:+:578:NZ_KK737546.1	321	225	265	324	170	332	14	19	48	428	341	562
CDS:AF52_RS17315:sdaA:L-serine_ammonia-lyase:cds-WP_004151445.1:+:1364:NZ_KK737546.1	3785	1813	3090	4164	2279	4983	1064	1424	1284	6853	6022	9654
CDS:AF52_RS17310:-:EAL_domain-containing_protein:cds-WP_024622747.1:+:1583:NZ_KK737546.1	500	190	400	454	262	481	33	50	49	599	262	672
CDS:AF52_RS17305:yoaE:CNNM_family_cation_transport_protein_YoaE:cds-WP_004145524.1:-:1559:NZ_KK737546.1	4133	2030	4371	3278	1608	3005	273	432	459	509	458	762
CDS:AF52_RS17300:manX:PTS_mannose_transporter_subunit_IIAB:cds-WP_002910917.1:+:971:NZ_KK737546.1	339	194	264	324	220	250	76	118	97	3513	3814	5436
CDS:AF52_RS17295:-:PTS_mannose/fructose/sorbose_transporter_subunit_IIC:cds-WP_002910918.1:+:800:NZ_KK737546.1	478	234	473	431	226	523	89	108	105	1418	1327	1846
CDS:AF52_RS17290:-:PTS_mannose_transporter_subunit_IID:cds-WP_004145526.1:+:851:NZ_KK737546.1	1406	709	1089	977	662	1220	236	452	428	1790	1649	2044
CDS:AF52_RS17285:-:DUF986_domain-containing_protein:cds-WP_002910920.1:+:458:NZ_KK737546.1	250	129	222	194	94	187	22	56	80	261	242	276
CDS:AF52_RS17280:mntP:manganese_efflux_pump_MntP:cds-WP_009484665.1:+:566:NZ_KK737546.1	861	400	681	434	280	679	23	43	46	4764	3581	5746
CDS:AF52_RS17275:rlmA:23S_rRNA_guanine745-N1-methyltransferase:cds-WP_002910922.1:-:794:NZ_KK737546.1	275	170	414	298	243	268	16	21	31	312	245	446
CDS:AF52_RS17270:ftsI:peptidoglycan_glycosyltransferase_FtsI:cds-WP_002910924.1:-:1748:NZ_KK737546.1	356	107	280	215	189	322	28	31	51	1590	1417	2147
CDS:AF52_RS17265:cspE:transcription_antiterminator/RNA_stability_regulator_CspE:cds-WP_001062678.1:-:209:NZ_KK737546.1	13225	8129	11932	9662	4821	12826	2184	4216	3180	25789	25390	35471
CDS:AF52_RS25320:-:DUF2627_domain-containing_protein:cds-WP_071526670.1:-:74:NZ_KK737546.1	5138	3539	4469	4084	2023	5309	894	1792	1354	17415	16414	25155
CDS:AF52_RS17260:-:YebO_family_protein:cds-WP_002911374.1:-:290:NZ_KK737546.1	1116	758	1003	1386	884	1528	271	337	346	4239	3985	5935
CDS:AF52_RS25330:mgrB:PhoP/PhoQ_regulator_MgrB:cds-WP_002911375.1:-:143:NZ_KK737546.1	173	130	210	191	139	307	54	36	100	856	895	1172
CDS:AF52_RS17255:-:hypothetical_protein:cds-WP_004145533.1:+:239:NZ_KK737546.1	289	223	288	1292	922	1597	184	284	172	317	347	571
CDS:AF52_RS17250:kdgR:DNA-binding_transcriptional_regulator_KdgR:cds-WP_002911378.1:-:791:NZ_KK737546.1	1565	794	1348	1122	512	1276	474	370	436	5470	4805	6788
CDS:AF52_RS17245:-:MFS_transporter:cds-WP_072200054.1:+:1421:NZ_KK737546.1	216	114	174	274	188	231	45	18	27	178	105	297
CDS:AF52_RS17240:htpX:protease_HtpX:cds-WP_002911381.1:-:884:NZ_KK737546.1	12181	5003	11513	12445	6325	11291	2492	3373	3008	28060	23693	38886
CDS:AF52_RS17235:prc:carboxy_terminal-processing_peptidase:cds-WP_004145536.1:-:2048:NZ_KK737546.1	7538	4097	6678	6107	3560	6829	2218	3419	3219	4314	4233	5980
CDS:AF52_RS17230:proQ:RNA_chaperone_ProQ:cds-WP_002911385.1:-:677:NZ_KK737546.1	5371	2985	5053	4058	2688	4657	2352	3124	2571	9279	8451	12098
CDS:AF52_RS17225:-:GAF_domain-containing_protein:cds-WP_002911386.1:-:497:NZ_KK737546.1	803	425	714	598	371	600	378	417	377	1340	1300	1703
CDS:AF52_RS17220:yebS:membrane_integrity_lipid_transport_subunit_YebS:cds-WP_002911387.1:+:1283:NZ_KK737546.1	491	190	594	447	252	546	224	188	238	558	415	911
CDS:AF52_RS17215:-:PqiB_family_protein:cds-WP_002911388.1:+:2633:NZ_KK737546.1	1488	899	1341	1289	741	1476	540	935	681	413	430	800
CDS:AF52_RS17210:rsmF:16S_rRNA_cytosine1407-C5-methyltransferase_RsmF:cds-WP_032429627.1:+:1433:NZ_KK737546.1	1119	482	971	668	462	944	248	240	180	345	255	497
CDS:AF52_RS17205:-:YebV_family_protein:cds-WP_002911393.1:+:239:NZ_KK737546.1	202	74	135	160	59	102	24	53	60	59	27	33
CDS:AF52_RS17200:-:YebW_family_protein:cds-WP_002911395.1:+:191:NZ_KK737546.1	68	11	24	37	9	63	7	23	9	110	85	61
CDS:AF52_RS17195:pphA:protein-serine/threonine_phosphatase:cds-WP_009484457.1:-:653:NZ_KK737546.1	18	0	22	24	12	41	13	19	0	185	145	239
CDS:AF52_RS17190:-:DUF535_domain-containing_protein:cds-WP_014907334.1:+:968:NZ_KK737546.1	319	259	213	1053	576	1410	914	1319	1091	8159	7120	10937
CDS:AF52_RS26925:ecr:Ecr_family_regulatory_small_membrane_protein:cds-WP_002911398.1:+:143:NZ_KK737546.1	278	202	257	575	322	671	605	732	702	2036	1483	2002
CDS:AF52_RS17185:-:YebY_family_protein:cds-WP_002911404.1:-:338:NZ_KK737546.1	539	351	452	429	258	502	25	59	85	796	693	1146
CDS:AF52_RS17180:copD:copper_homeostasis_membrane_protein_CopD:cds-WP_032429628.1:-:869:NZ_KK737546.1	812	430	459	601	412	626	14	137	75	1019	816	1189
CDS:AF52_RS17175:yobA:CopC_domain-containing_protein_YobA:cds-WP_004151448.1:-:374:NZ_KK737546.1	212	182	227	250	129	341	23	15	50	557	572	879
CDS:AF52_RS17170:-:DNA_polymerase_III_subunit_theta:cds-WP_002911406.1:+:230:NZ_KK737546.1	379	213	227	169	166	355	96	154	75	684	632	903
CDS:AF52_RS17165:exoX:exodeoxyribonuclease_X:cds-WP_002911407.1:+:659:NZ_KK737546.1	805	500	588	532	361	845	152	223	137	1260	1084	1548
CDS:AF52_RS17160:ptrB:oligopeptidase_B:cds-WP_004151449.1:-:2060:NZ_KK737546.1	1569	735	1320	1864	998	1877	2043	2753	2776	1652	1419	2314
CDS:AF52_RS17155:-:tellurite_resistance_TerB_family_protein:cds-WP_004180434.1:-:659:NZ_KK737546.1	3277	1426	2746	4875	2432	5027	10710	14279	13315	8442	7066	11463
CDS:AF52_RS17150:-:YebG_family_protein:cds-WP_004184662.1:-:347:NZ_KK737546.1	427	327	380	275	213	421	3334	3825	3179	2065	1547	2598
CDS:AF52_RS17145:purT:formate-dependent_phosphoribosylglycinamide_formyltransferase:cds-WP_002911418.1:+:1178:NZ_KK737546.1	1907	991	1719	1428	818	1792	486	550	563	1377	1529	2202
CDS:AF52_RS17140:-:bifunctional_4-hydroxy-2-oxoglutarate_aldolase/2-dehydro-3-deoxy-phosphogluconate_aldolase:cds-WP_002911423.1:-:641:NZ_KK737546.1	1104	417	838	1230	704	1297	501	891	1020	1358	1136	1711
CDS:AF52_RS17135:edd:phosphogluconate_dehydratase:cds-WP_002911425.1:-:1811:NZ_KK737546.1	358	343	249	234	147	468	87	288	272	746	535	758
CDS:AF52_RS17130:zwf:glucose-6-phosphate_dehydrogenase:cds-WP_002911427.1:-:1475:NZ_KK737546.1	3062	1788	2584	3545	2013	4198	570	1159	1073	2672	2540	3493
CDS:AF52_RS0123560:-:hypothetical_protein:cds-WP_004145554.1:-:149:NZ_KK737546.1	93	65	98	86	66	80	34	44	32	182	181	270
CDS:AF52_RS17125:-:MurR/RpiR_family_transcriptional_regulator:cds-WP_004145555.1:+:905:NZ_KK737546.1	132	78	141	127	57	142	13	12	39	505	434	784
CDS:AF52_RS17120:pyk:pyruvate_kinase:cds-WP_002911440.1:+:1442:NZ_KK737546.1	681	491	625	552	411	815	94	115	121	785	719	1131
CDS:AF52_RS17115:lpxM:lauroyl-Kdo2-lipid_IVA_myristoyltransferase:cds-WP_032429629.1:-:974:NZ_KK737546.1	664	469	612	612	323	718	73	144	165	580	432	678
CDS:AF52_RS17110:mepM:murein_DD-endopeptidase_MepM:cds-WP_004148858.1:-:1319:NZ_KK737546.1	3100	1799	3606	3882	2190	4250	171	228	208	3610	3418	4948
CDS:AF52_RS17105:znuA:zinc_ABC_transporter_substrate-binding_protein_ZnuA:cds-WP_004180437.1:-:944:NZ_KK737546.1	1488	819	1464	2017	1138	2006	64	215	145	2401	2002	3293
CDS:AF52_RS17100:znuC:zinc_ABC_transporter_ATP-binding_protein_ZnuC:cds-WP_002911449.1:+:752:NZ_KK737546.1	302	180	237	442	237	497	153	104	142	695	463	831
CDS:AF52_RS17095:znuB:zinc_ABC_transporter_permease_subunit_ZnuB:cds-WP_004212745.1:+:785:NZ_KK737546.1	384	193	345	473	335	584	129	164	149	297	266	371
CDS:AF52_RS17090:ruvB:Holliday_junction_branch_migration_DNA_helicase_RuvB:cds-WP_004148860.1:-:1010:NZ_KK737546.1	1326	856	1232	1313	892	1343	482	678	655	2008	1818	2208
CDS:AF52_RS17085:ruvA:Holliday_junction_branch_migration_protein_RuvA:cds-WP_002911454.1:-:611:NZ_KK737546.1	745	455	615	699	462	952	352	626	448	1358	1171	1753
CDS:AF52_RS17080:ruvC:crossover_junction_endodeoxyribonuclease_RuvC:cds-WP_002911456.1:-:521:NZ_KK737546.1	4659	2697	4067	4560	2786	5454	4118	5640	5056	2122	1814	2724
CDS:AF52_RS17075:-:YebC/PmpR_family_DNA-binding_transcriptional_regulator:cds-WP_002911459.1:-:740:NZ_KK737546.1	1916	1047	1501	1374	969	1697	1459	1645	1703	842	973	1500
CDS:AF52_RS17070:nudB:dihydroneopterin_triphosphate_diphosphatase:cds-WP_002911477.1:-:443:NZ_KK737546.1	1015	528	766	762	608	998	1037	1035	1081	384	369	594
CDS:AF52_RS17065:aspS:aspartate--tRNA_ligase:cds-WP_002911479.1:-:1787:NZ_KK737546.1	2723	1436	2320	2260	1326	2444	3062	3533	3405	3235	2695	4376
CDS:AF52_RS17060:-:hydrolase:cds-WP_004145564.1:+:566:NZ_KK737546.1	279	152	273	348	144	410	452	407	349	658	588	1012
CDS:AF52_RS17055:-:DUF72_domain-containing_protein:cds-WP_009307531.1:+:818:NZ_KK737546.1	396	163	280	364	184	451	435	502	422	706	439	776
CDS:AF52_RS17050:-:MAPEG_family_protein:cds-WP_002911484.1:+:395:NZ_KK737546.1	376	283	441	458	209	361	295	359	253	432	392	638
CDS:AF52_RS17045:cmoA:carboxy-S-adenosyl-L-methionine_synthase_CmoA:cds-WP_004175417.1:+:743:NZ_KK737546.1	1126	587	1116	1021	522	1064	572	785	782	1276	1133	1945
CDS:AF52_RS17040:cmoB:tRNA_5-methoxyuridine34/uridine_5-oxyacetic_acid34_synthase_CmoB:cds-WP_032429630.1:+:1004:NZ_KK737546.1	1200	676	1074	1059	728	1395	861	957	810	490	479	658
CDS:AF52_RS17035:cutC:copper_homeostasis_protein_CutC:cds-WP_032429631.1:-:743:NZ_KK737546.1	3978	1427	4078	4340	2531	4131	330	466	543	11684	11042	14407
CDS:AF52_RS17030:-:VOC_family_protein:cds-WP_015958659.1:-:569:NZ_KK737546.1	230	153	174	191	137	200	167	110	151	360	307	680
CDS:AF52_RS17025:argS:arginine--tRNA_ligase:cds-WP_004151452.1:+:1733:NZ_KK737546.1	3994	2370	3621	3274	1898	3642	1433	1743	1757	2619	2779	4252
CDS:AF52_RS17020:-:glycoside_hydrolase_family_105_protein:cds-WP_002911497.1:-:1139:NZ_KK737546.1	62	43	71	51	38	89	23	20	12	110	144	139
CDS:AF52_RS17015:-:MFS_transporter:cds-WP_021440394.1:-:1583:NZ_KK737546.1	1	14	16	3	29	26	0	0	0	39	5	55
CDS:AF52_RS17010:uspC:universal_stress_protein_UspC:cds-WP_002911500.1:+:428:NZ_KK737546.1	151	61	198	138	70	245	18	44	51	458	443	656
CDS:AF52_RS17005:otsA:alpha%2Calpha-trehalose-phosphate_synthase:cds-WP_004175414.1:-:1424:NZ_KK737546.1	222	190	256	706	319	636	265	236	194	77	115	176
CDS:AF52_RS17000:otsB:trehalose-phosphatase:cds-WP_002911505.1:-:788:NZ_KK737546.1	270	147	242	406	288	682	82	93	139	120	133	192
CDS:AF52_RS16995:araH:L-arabinose_ABC_transporter_permease_AraH:cds-WP_002911507.1:-:980:NZ_KK737546.1	144	27	131	670	347	745	33	84	43	228	156	215
CDS:AF52_RS16990:araG:L-arabinose_ABC_transporter_ATP-binding_protein_AraG:cds-WP_004184670.1:-:1514:NZ_KK737546.1	45	4	21	12	30	10	10	4	10	12	9	33
CDS:AF52_RS16985:-:arabinose_ABC_transporter_substrate-binding_protein:cds-WP_009484443.1:-:980:NZ_KK737546.1	6	0	2	0	0	2	7	11	0	60	16	40
CDS:AF52_RS27895:-:hypothetical_protein:cds-WP_160540596.1:+:98:NZ_KK737546.1	0	0	0	0	0	0	0	0	0	2	7	6
CDS:AF52_RS16980:-:non-heme_ferritin-like_protein:cds-WP_004175413.1:+:509:NZ_KK737546.1	43	64	86	97	36	95	537	645	561	596	348	729
CDS:AF52_RS0123565:-:succinate_dehydrogenase:cds-WP_004148869.1:-:158:NZ_KK737546.1	0	1	29	16	16	3	0	0	0	4	6	8
CDS:AF52_RS16975:-:MFS_transporter:cds-WP_002911522.1:+:1511:NZ_KK737546.1	48	49	85	26	11	77	6	7	10	107	169	208
CDS:AF52_RS16970:-:DUF2766_domain-containing_protein:cds-WP_002911524.1:-:251:NZ_KK737546.1	2248	1354	2092	1968	922	1599	422	744	586	2014	1429	2327
CDS:AF52_RS16965:-:MFS_transporter:cds-WP_021440395.1:+:1421:NZ_KK737546.1	313	69	252	228	113	193	25	23	43	353	231	424
CDS:AF52_RS16960:-:RpiB/LacA/LacB_family_sugar-phosphate_isomerase:cds-WP_021440396.1:-:638:NZ_KK737546.1	217	63	134	203	62	175	58	33	45	354	298	558
CDS:AF52_RS0123570:-:hypothetical_protein:cds-AF52_RS0123570:+:180:NZ_KK737546.1	9	0	5	3	1	1	2	3	2	21	19	23
CDS:AF52_RS16955:ftnA:non-heme_ferritin:cds-WP_004141101.1:+:497:NZ_KK737546.1	431	217	209	376	187	462	991	1241	1408	5041	3718	6396
CDS:AF52_RS16950:-:YecH_family_protein:cds-WP_024622766.1:-:239:NZ_KK737546.1	8	4	11	18	13	4	6	10	7	25	26	46
CDS:AF52_RS16945:tyrP:tyrosine_transporter_TyrP:cds-WP_004151453.1:+:1211:NZ_KK737546.1	985	618	758	525	334	757	33	19	35	829	746	1166
CDS:AF52_RS16940:-:YecA_family_protein:cds-WP_004141106.1:-:668:NZ_KK737546.1	1241	697	1240	930	562	1177	28	140	100	863	747	1282
CDS:AF52_RS16935:-:dihydrodipicolinate_synthase_family_protein:cds-WP_004180444.1:-:881:NZ_KK737546.1	413	193	277	284	189	372	29	35	28	204	218	271
CDS:AF52_RS16915:pgsA:CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase:cds-WP_002911537.1:-:548:NZ_KK737546.1	597	250	506	340	251	514	90	94	78	405	382	736
CDS:AF52_RS16910:uvrC:excinuclease_ABC_subunit_UvrC:cds-WP_002911538.1:-:1832:NZ_KK737546.1	1417	607	1112	1039	517	1140	281	307	384	1021	928	1367
CDS:AF52_RS16905:uvrY:UvrY/SirA/GacA_family_response_regulator_transcription_factor:cds-WP_002911539.1:-:656:NZ_KK737546.1	881	420	720	595	462	687	198	260	289	1505	1622	2139
CDS:AF52_RS16900:-:DUF2594_family_protein:cds-WP_002911541.1:+:224:NZ_KK737546.1	951	552	893	531	318	672	143	197	237	940	949	1517
CDS:AF52_RS16895:sdiA:transcriptional_regulator_SdiA:cds-WP_032429632.1:-:722:NZ_KK737546.1	603	364	377	460	219	424	27	112	54	1290	1083	1841
CDS:AF52_RS16890:yecC:L-cystine_ABC_transporter_ATP-binding_protein_YecC:cds-WP_024622767.1:-:752:NZ_KK737546.1	666	402	636	485	423	663	227	269	252	148	133	202
CDS:AF52_RS16885:tcyL:cystine_ABC_transporter_permease:cds-WP_002911547.1:-:668:NZ_KK737546.1	285	163	236	218	152	299	38	96	101	204	140	283
CDS:AF52_RS16880:dcyD:D-cysteine_desulfhydrase:cds-WP_021313403.1:-:986:NZ_KK737546.1	485	230	420	365	209	351	95	141	103	558	376	659
CDS:AF52_RS16875:tcyJ:cystine_ABC_transporter_substrate-binding_protein:cds-WP_004141135.1:-:800:NZ_KK737546.1	511	286	370	352	290	531	441	851	575	564	461	809
CDS:AF52_RS16870:amyA:alpha-amylase:cds-WP_004899206.1:+:1487:NZ_KK737546.1	142	68	63	115	112	209	24	21	33	146	110	197
CDS:AF52_RS16865:-:lipoprotein:cds-WP_004189223.1:-:434:NZ_KK737546.1	1025	736	1023	1020	629	1405	544	699	757	1716	1333	1906
CDS:AF52_RS16860:rcsA:transcriptional_regulator_RcsA:cds-WP_004180447.1:+:623:NZ_KK737546.1	940	559	775	1304	724	1705	112	250	191	4140	2777	4455
CDS:AF52_RS16855:dsrB:protein_DsrB:cds-WP_002911586.1:-:191:NZ_KK737546.1	282	197	275	162	161	246	80	211	78	451	409	734
CDS:AF52_RS16850:-:YodD_family_protein:cds-WP_002911589.1:+:221:NZ_KK737546.1	89	20	52	61	43	107	14	17	13	140	119	175
CDS:AF52_RS16845:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-26:-:968:NZ_KK737546.1	204	50	175	203	97	209	130	166	146	323	247	352
CDS:AF52_RS25350:-:DUF808_family_protein:cds-AF52_RS25350:-:134:NZ_KK737546.1	16	7	28	15	5	25	7	6	9	36	25	36
CDS:AF52_RS16840:yedA:drug/metabolite_exporter_YedA:cds-WP_004184683.1:+:911:NZ_KK737546.1	163	100	111	171	24	150	12	55	35	176	113	182
CDS:AF52_RS16835:-:very_short_patch_repair_endonuclease:cds-WP_024622769.1:-:494:NZ_KK737546.1	231	152	204	246	139	287	36	59	64	107	96	200
CDS:AF52_RS16830:-:DNA_cytosine_methyltransferase:cds-WP_004153246.1:-:1400:NZ_KK737546.1	1153	568	750	957	503	1138	320	403	408	1106	952	1488
CDS:AF52_RS16825:-:phosphohydrolase:cds-WP_002911594.1:-:707:NZ_KK737546.1	424	253	365	434	206	449	679	913	761	669	638	766
CDS:AF52_RS16820:-:hypothetical_protein:cds-WP_004151461.1:-:281:NZ_KK737546.1	89	28	77	81	34	117	102	177	151	117	131	129
CDS:AF52_RS16815:ompC:porin_OmpC:cds-WP_002911596.1:+:1145:NZ_KK737546.1	401	94	212	158	75	295	93	70	48	305	270	446
CDS:AF52_RS16805:mtfA:DgsA_anti-repressor_MtfA:cds-WP_004227143.1:+:800:NZ_KK737546.1	452	220	347	608	260	583	58	87	21	1235	1230	1546
CDS:AF52_RS16795:-:LysR_family_transcriptional_regulator:cds-WP_009484428.1:+:695:NZ_KK737546.1	199	196	136	146	66	137	5	3	10	166	107	124
CDS:AF52_RS0123575:-:hypothetical_protein:cds-WP_016946077.1:+:197:NZ_KK737546.1	88	60	57	93	72	42	19	8	7	150	184	202
CDS:AF52_RS16790:ldtA:L%2CD-transpeptidase:cds-WP_022631352.1:-:941:NZ_KK737546.1	226	161	156	256	114	180	66	104	49	232	181	309
CDS:AF52_RS16785:cbl:HTH-type_transcriptional_regulator_Cbl:cds-WP_004175385.1:-:950:NZ_KK737546.1	204	170	180	124	80	224	16	33	29	281	267	420
CDS:AF52_RS16780:nac:nitrogen_assimilation_transcriptional_regulator_NAC:cds-WP_002911729.1:-:917:NZ_KK737546.1	62	49	54	73	43	63	28	7	18	111	134	115
CDS:AF52_RS16770:-:Na+/H+_antiporter:cds-WP_004148971.1:-:1634:NZ_KK737546.1	477	334	347	550	292	747	59	82	110	855	649	1237
CDS:AF52_RS16765:-:TetR/AcrR_family_transcriptional_regulator:cds-WP_022631351.1:+:704:NZ_KK737546.1	290	92	205	236	83	290	36	75	36	825	762	1228
CDS:AF52_RS16760:-:oxidoreductase:cds-WP_004151466.1:+:977:NZ_KK737546.1	353	113	292	386	176	465	77	97	153	399	410	681
CDS:AF52_RS16755:-:hypothetical_protein:cds-WP_004184763.1:+:932:NZ_KK737546.1	399	140	180	403	209	395	55	80	55	471	343	600
CDS:AF52_RS16750:-:alpha/beta_hydrolase:cds-WP_032429633.1:-:1622:NZ_KK737546.1	34	126	33	74	36	75	11	23	0	150	153	288
CDS:AF52_RS16745:pmrD:signal_transduction_protein_PmrD:cds-WP_004141189.1:+:245:NZ_KK737546.1	91	75	88	283	156	403	2	4	0	2911	2275	4241
CDS:AF52_RS16740:-:AMP_nucleosidase:cds-WP_004148975.1:+:1454:NZ_KK737546.1	653	389	474	1160	698	1569	152	217	222	4379	3609	6827
CDS:AF52_RS16730:-:EmmdR/YeeO_family_multidrug/toxin_efflux_MATE_transporter:cds-WP_004151469.1:-:1436:NZ_KK737546.1	120	49	148	69	103	96	0	6	18	156	178	221
CDS:AF52_RS25355:-:type_II_toxin-antitoxin_system_PemK/MazF_family_toxin:cds-AF52_RS25355:-:86:NZ_KK737546.1	5	5	0	0	2	0	0	0	0	9	0	8
CDS:AF52_RS16720:-:phosphotransferase:cds-WP_022631349.1:+:1103:NZ_KK737546.1	1148	494	607	483	226	687	22	53	13	617	463	663
CDS:AF52_RS16715:-:sensor_domain-containing_diguanylate_cyclase:cds-WP_002911798.1:-:971:NZ_KK737546.1	161	65	96	103	105	178	27	9	14	108	100	193
CDS:AF52_RS16710:-:alpha/beta_hydrolase:cds-WP_004180471.1:-:836:NZ_KK737546.1	89	52	92	139	76	162	9	23	40	117	79	202
CDS:AF52_RS16705:-:hypothetical_protein:cds-WP_016532101.1:-:575:NZ_KK737546.1	20	16	37	22	18	13	6	1	7	48	34	69
CDS:AF52_RS16700:-:LysR_family_transcriptional_regulator:cds-WP_022631348.1:+:914:NZ_KK737546.1	255	118	243	170	168	347	15	27	18	572	397	633
CDS:AF52_RS16695:-:DUF1869_domain-containing_protein:cds-WP_002911862.1:-:335:NZ_KK737546.1	14	7	12	21	4	34	1	17	11	110	96	126
CDS:AF52_RS16690:-:DUF1971_domain-containing_protein:cds-WP_002911866.1:-:332:NZ_KK737546.1	14	3	3	27	16	8	0	5	7	61	40	133
CDS:AF52_RS27900:-:hypothetical_protein:cds-WP_004144110.1:+:128:NZ_KK737546.1	2	8	2	7	0	2	0	0	3	1	7	1
CDS:AF52_RS16685:-:EAL_domain-containing_protein:cds-WP_016831855.1:-:1910:NZ_KK737546.1	707	382	473	660	416	609	302	382	421	964	762	949
CDS:AF52_RS0123590:-:molybdopterin-dependent_oxidoreductase:cds-WP_014907250.1:-:461:NZ_KK737546.1	273	172	259	198	93	286	133	159	171	1667	1413	2088
CDS:AF52_RS16680:shiA:shikimate_transporter:cds-WP_022631347.1:+:1319:NZ_KK737546.1	214	101	131	303	123	261	20	46	39	428	431	802
CDS:AF52_RS16675:-:lipoate--protein_ligase_family_protein:cds-WP_022631346.1:+:740:NZ_KK737546.1	72	29	98	108	92	82	22	26	15	110	103	155
CDS:AF52_RS16670:-:LysR_family_transcriptional_regulator:cds-WP_032429739.1:-:956:NZ_KK737546.1	475	174	322	375	302	485	136	174	251	930	732	1287
CDS:AF52_RS16665:-:tautomerase_family_protein:cds-WP_004175282.1:+:389:NZ_KK737546.1	19	10	6	34	15	29	0	10	21	47	53	50
CDS:AF52_RS16660:-:HPP_family_protein:cds-WP_002911879.1:-:731:NZ_KK737546.1	489	224	495	436	180	499	235	292	299	1749	1615	2197
CDS:AF52_RS16655:-:adenosylhomocysteinase:cds-WP_004200363.1:+:1109:NZ_KK737546.1	829	432	580	764	480	1019	219	306	348	1074	952	1351
CDS:AF52_RS16650:cobT:nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase:cds-WP_004200364.1:-:1067:NZ_KK737546.1	188	182	238	190	120	189	113	88	64	683	607	891
CDS:AF52_RS16645:cobS:adenosylcobinamide-GDP_ribazoletransferase:cds-WP_021440419.1:-:740:NZ_KK737546.1	836	221	599	349	284	532	241	196	229	1294	1057	1851
CDS:AF52_RS16640:-:DUF496_family_protein:cds-WP_002911883.1:-:323:NZ_KK737546.1	6153	3576	5119	6347	3511	6167	5367	8851	7722	13882	12308	19177
CDS:AF52_RS16635:-:FUSC_family_protein:cds-WP_032429634.1:-:1058:NZ_KK737546.1	395	261	384	362	211	383	253	250	319	1222	869	1516
CDS:AF52_RS16630:sbmC:DNA_gyrase_inhibitor_SbmC:cds-WP_021440421.1:-:473:NZ_KK737546.1	255	88	199	272	76	338	88	128	109	449	444	884
CDS:AF52_RS16625:dacD:serine-type_D-Ala-D-Ala_carboxypeptidase_DacD:cds-WP_004153104.1:-:1163:NZ_KK737546.1	350	292	442	644	277	591	143	188	221	163	120	313
